	GSM1233280	GSM1233282	GSM1233283	GSM1233284	GSM1233286	GSM1233287	GSM1233288	GSM1233289	GSM1233290	GSM1233291
1737	532	610	237	662	370	332	699	239	510	500
120379	180	184	61	148	117	106	173	74	129	129
55216	901	659	294	661	479	577	876	239	573	773
26521	147	136	117	133	75	127	99	48	127	121
6392	2419	1742	1314	2037	1336	2164	1847	1149	969	1851
3606	135	240	83	276	103	127	171	78	149	176
107987164	11	0	3	1	6	0	11	0	5	6
56158	7	11	0	6	3	10	4	2	16	10
83875	14	28	17	29	29	18	51	3	57	21
5805	101	129	42	114	45	63	55	42	153	84
349633	89	61	2	42	14	9	14	12	51	36
100132686	2	8	0	12	3	10	3	9	6	7
283140	82	261	10	215	121	57	136	17	118	115
107984388	2	47	0	6	1	0	2	0	12	12
107984387	191	265	21	377	254	67	176	63	192	164
107984389	0	11	0	3	7	0	0	0	7	0
101928823	0	0	0	0	0	0	2	0	0	1
387810	1	8	0	12	11	2	0	0	1	13
105369496	0	0	0	0	0	0	0	0	0	2
105369498	0	0	0	0	2	0	0	0	0	1
101928847	0	3	0	14	9	0	25	1	5	3
4684	265	319	87	323	350	62	477	54	317	167
100288346	11	28	2	13	9	2	46	2	8	5
54970	594	587	35	509	411	128	605	129	613	467
255239	76	59	5	45	36	18	65	16	61	48
1813	0	0	0	0	4	0	0	0	0	0
100422855	0	0	0	0	1	0	0	0	0	0
105369501	0	0	0	0	0	0	0	0	0	0
107984390	73	7	5	18	5	0	3	18	1	8
80975	90	45	6	32	34	12	90	12	50	37
9183	316	329	94	352	264	185	441	144	309	318
644672	0	0	0	0	0	0	0	0	0	0
57646	1154	1600	187	943	711	303	1790	312	1674	1403
9177	80	24	14	5	5	47	3	14	24	4
3359	0	22	10	13	0	1	33	1	43	0
7704	1248	2043	204	931	720	228	1186	168	1509	849
101928875	53	77	0	24	8	3	7	7	52	44
4837	6	0	0	2	0	2	3	0	13	1
101928940	46	3	0	5	3	0	11	1	0	10
107984391	26	1	0	7	10	1	31	4	0	9
54494	440	380	302	611	323	489	366	234	318	444
10179	815	825	632	988	634	1027	690	547	556	724
25996	338	299	152	326	308	371	498	134	227	423
120406	87	38	24	43	35	22	67	32	65	49
120400	2	2	6	31	33	4	9	7	27	14
54827	1	0	0	0	33	10	0	9	0	5
105369504	15	1	1	1	1	0	0	0	1	0
105369506	0	0	1	0	4	0	0	0	0	0
105369505	0	0	0	0	2	0	0	0	0	0
23705	150	145	6	64	60	21	114	30	202	94
105369509	0	0	0	0	0	0	5	0	0	0
105369507	0	0	0	4	4	0	0	1	1	4
105369511	0	0	0	0	0	0	0	0	0	0
105369512	0	0	0	0	4	1	0	0	0	2
101928985	0	0	0	0	0	0	0	0	0	0
283143	25	7	6	34	0	10	1	5	1	0
107987165	0	0	0	0	3	0	0	0	0	0
102724165	7	4	0	0	1	0	0	0	0	1
112268082	0	0	0	0	0	0	0	0	0	0
105369513	0	0	0	0	0	0	0	0	0	0
107984393	0	0	0	0	4	0	0	0	0	0
107987166	0	0	0	0	1	0	0	0	0	0
107984372	1	0	0	0	1	0	0	0	0	0
101929011	0	0	0	0	0	0	0	0	2	0
84811	574	679	188	522	413	384	838	220	461	477
8882	640	859	347	821	562	534	750	309	588	656
116519	0	0	0	1	0	0	0	0	0	0
337	0	0	0	0	0	0	0	0	0	0
345	0	0	0	0	0	0	0	0	0	0
335	2	1	0	1	2	1	3	1	0	0
104326055	19	13	0	10	26	7	30	2	0	11
23387	2826	2483	892	3524	2149	1684	2417	1092	2854	2402
5049	5184	4442	1795	4946	3315	3017	4383	1504	3088	5285
51092	838	1237	611	1190	588	752	718	358	1697	707
100652768	93	207	65	174	85	88	272	50	449	95
6876	689	920	152	766	382	262	893	224	973	371
9159	1380	1840	274	1418	848	409	1533	400	1886	923
257160	440	483	136	572	527	282	365	188	404	429
23621	285	353	80	436	300	146	389	112	341	267
100379571	29	37	2	74	15	8	13	8	30	12
22897	1023	785	148	638	525	302	738	220	921	613
57453	33	1	0	7	12	0	0	0	7	4
105369515	0	0	0	0	5	0	2	0	2	0
107984394	10	110	28	73	46	12	5	0	186	6
486	5	11	1	6	13	1	15	2	6	10
100533181	44	47	8	40	64	16	38	10	26	58
53826	363	417	166	302	166	131	169	111	191	375
84000	14	52	7	19	8	8	16	7	13	20
3587	7731	7439	2118	8374	4534	4036	6838	2524	5628	7295
100526771	2785	2246	627	2421	1395	1199	2608	746	1976	1967
56649	17	1	0	13	28	1	2	1	0	4
105369517	0	0	0	0	14	0	0	0	0	1
6330	9	35	0	7	1	0	5	0	4	8
6327	0	0	2	19	4	0	4	3	20	0
120425	29744	21702	8195	26935	12850	15320	19295	7687	10809	23404
196264	4437	1918	679	3615	1809	1456	2166	554	2046	2026
10205	832	510	408	990	269	409	578	400	468	461
916	4563	7098	1151	5413	3664	1899	6786	1951	3109	3666
915	595	955	178	595	477	516	1162	258	549	614
917	1377	2538	424	1655	1423	752	2338	822	2398	1794
9354	6028	4791	1586	5411	3284	3360	4907	1659	3654	5353
100131626	283	155	61	183	90	102	197	53	175	190
10632	643	675	640	731	712	843	1067	445	562	708
4297	7067	7987	1155	6807	5010	2346	8605	2250	11039	5245
101929089	193	217	36	209	173	55	407	52	430	169
143941	51	70	6	62	32	2	77	16	36	47
84866	99	209	10	116	37	38	117	26	88	43
56912	749	886	319	668	638	585	594	238	591	742
372	7183	6233	2940	6764	3480	4880	6406	2669	5287	6370
23187	0	15	1	1	16	3	2	0	0	9
102466719	0	0	0	0	1	0	0	0	0	0
11181	0	0	0	0	3	0	0	0	0	0
105369519	1	99	25	115	34	54	41	38	56	91
1656	13427	12476	3567	13558	8665	6153	12093	3791	12080	11196
643	503	717	80	477	215	142	371	154	446	241
283149	1449	2518	263	1591	900	423	1279	425	1944	789
100616376	2	7	1	3	3	0	2	0	8	5
7379	0	4	0	0	4	1	0	0	0	1
283150	0	7	0	0	0	0	0	0	10	2
107984396	79	53	0	12	2	8	26	20	71	22
338657	1290	1417	284	1232	776	653	1451	373	860	1065
649946	61	208	17	100	56	25	39	24	113	73
6230	12647	15308	3273	11212	8437	6707	15919	3692	6001	11714
51399	307	503	147	450	282	285	458	155	241	246
2542	73	141	15	154	84	67	150	35	74	106
10525	677	1199	396	401	278	404	1067	257	540	780
55823	1389	1311	378	1660	956	735	1567	512	1021	1204
3145	21	34	117	116	137	107	25	38	39	12
3014	117	877	125	149	140	157	94	78	66	65
1798	283	329	209	657	249	368	336	230	337	327
107984397	6	61	3	14	7	17	61	13	36	36
9854	554	618	145	563	464	288	436	201	564	649
25988	207	183	69	260	191	153	238	75	218	138
64137	0	0	0	1	2	0	1	0	0	0
79671	278	288	38	280	128	54	127	38	263	219
79849	82	17	3	16	34	2	0	6	21	13
283152	60	18	8	21	16	6	1	5	11	17
109623467	0	0	1	0	1	0	0	0	0	0
867	14203	11650	2878	15045	11426	7034	9561	3495	9574	10842
4162	2117	1524	418	2035	1538	1074	1165	510	1408	1326
102465453	0	1	0	0	0	1	0	0	0	0
79102	170	333	205	765	390	371	185	234	461	162
114902	0	0	0	0	2	0	0	0	0	0
83552	0	0	0	0	2	0	0	0	0	0
9099	0	0	1	4	1	1	0	4	0	0
100499227	0	0	0	0	0	0	0	3	1	0
7070	0	0	0	0	15	1	0	0	0	3
107984398	0	0	0	0	0	0	0	0	0	0
105369520	0	0	0	0	1	0	0	0	0	0
5818	507	366	38	526	258	80	150	44	213	202
105369525	6	8	6	7	1	0	0	0	43	4
102724301	0	0	0	0	0	0	0	0	0	0
105369526	0	0	0	0	7	0	0	0	0	1
105369528	0	0	0	0	0	0	0	0	0	1
105369527	0	0	0	0	0	0	0	0	0	0
105378956	0	0	0	0	6	0	0	0	0	0
23650	0	0	0	0	4	0	0	0	0	0
105369529	0	0	0	0	0	0	0	0	0	0
107984399	0	0	0	0	0	0	0	0	0	0
105369530	0	0	0	0	5	0	0	0	0	0
220323	240	268	127	328	128	223	128	134	268	179
25833	2	0	0	0	9	0	0	0	0	0
649133	0	0	0	0	2	0	0	0	1	0
105369531	0	0	0	0	1	0	0	0	0	1
219902	12	30	0	5	2	0	0	0	1	0
23365	2230	2944	1384	2989	2148	3420	2005	974	1529	2570
2900	110	99	1	24	11	0	1	3	2	18
107984400	3	10	0	1	6	0	0	0	0	3
105369532	6	7	0	3	2	0	0	0	0	2
101929227	3	0	2	10	7	0	0	1	0	2
101929208	0	0	0	0	0	0	0	0	1	1
219899	1117	1135	627	854	562	1060	806	398	634	819
7007	31	96	38	37	38	21	54	13	59	22
105369533	0	0	0	0	0	0	0	0	0	0
105369534	0	0	0	0	0	0	0	0	0	0
6309	470	801	280	892	523	404	690	290	766	451
105369536	1861	2752	386	2512	1810	978	1489	459	1962	1702
6653	68701	47026	10070	61279	45075	28497	41072	9584	28238	50796
105369535	683	753	192	973	653	270	430	122	941	434
107984402	16	9	0	1	5	14	9	1	12	9
399959	0	1	0	1	10	3	0	0	5	4
406911	0	0	0	0	1	0	0	0	0	0
414899	0	0	0	0	3	0	0	0	0	0
406882	0	0	0	0	0	0	0	0	0	0
113218492	2	0	0	0	0	0	0	0	0	0
406892	0	0	0	0	0	0	0	0	0	0
100189294	0	0	0	0	0	0	0	0	0	0
84959	1787	1490	427	1549	864	990	1415	400	1393	1598
56253	344	563	187	385	307	223	482	106	440	295
79864	48	100	9	127	72	51	130	50	93	115
390259	0	0	0	0	0	0	0	0	0	0
341056	1	0	1	3	1	4	1	0	5	1
3312	22403	23689	46681	20931	13924	23097	30373	16146	15769	23663
85391	13	18	9	19	5	4	23	8	0	17
85390	3	10	7	15	10	1	12	5	5	6
85389	84	51	40	68	33	24	61	20	54	28
101929289	28	41	13	46	31	47	33	18	21	36
79827	247	190	80	127	118	171	112	75	206	182
105369540	0	0	0	0	0	0	0	0	2	0
105369539	0	0	0	0	0	0	0	0	2	0
105369541	0	0	0	0	2	0	0	0	0	0
57476	996	1429	5866	1062	544	6142	843	1214	1247	717
100616319	0	0	0	0	0	0	0	0	0	0
55800	27	16	31	13	6	40	0	13	15	35
105369543	0	0	0	0	12	0	0	0	0	2
7753	223	396	61	425	226	145	374	114	344	315
390260	0	0	0	1	7	0	0	0	0	0
105369544	0	0	0	0	0	0	0	0	0	0
390261	0	0	0	0	0	0	0	0	0	0
338661	0	0	0	0	2	0	0	0	0	0
338662	0	0	0	0	1	0	0	0	0	0
219875	0	0	0	0	0	0	0	0	0	0
219874	0	0	0	0	0	0	0	0	0	1
219873	0	0	0	0	0	0	0	0	0	0
79490	0	0	0	0	0	0	0	0	0	0
390264	0	0	0	0	0	0	0	0	0	0
219870	0	0	0	0	0	0	0	0	0	0
219869	0	0	0	0	2	0	0	0	0	0
390265	0	0	0	0	0	0	0	0	0	0
107984403	3	2	0	4	9	6	0	0	0	0
105369545	0	0	0	0	0	0	0	0	0	0
4013	241	203	97	280	239	242	230	106	114	254
26497	0	0	0	0	4	0	0	0	0	0
102724410	0	0	0	0	1	0	0	0	2	0
26492	0	0	0	0	0	0	0	0	0	1
112267863	0	0	0	0	0	0	0	0	0	0
26494	0	0	0	0	1	0	0	0	0	0
219865	0	0	0	0	0	0	0	0	0	0
283159	0	0	0	0	0	0	0	0	0	0
112268069	0	0	0	0	0	0	0	0	0	0
283160	0	0	0	0	0	0	0	0	0	0
26595	0	0	0	0	0	0	0	0	0	0
390271	0	0	0	0	5	0	0	0	0	0
107984404	0	0	0	0	0	0	0	0	0	0
283162	0	0	0	0	0	0	0	0	0	0
26493	0	0	0	0	1	0	0	0	0	0
219858	0	0	0	0	0	0	0	0	0	0
390275	0	0	0	8	0	0	0	0	0	0
116337	0	0	0	3	0	0	0	0	0	0
84897	4747	4018	1372	5183	3513	2182	4502	1603	3761	3966
54414	887	709	314	1059	540	473	981	331	795	690
53340	5	10	2	19	36	13	27	2	20	16
107984405	8	34	1	11	15	3	23	4	52	2
4900	509	639	526	2112	2531	1427	434	612	687	698
23584	190	181	81	462	449	274	146	71	207	267
90952	225	201	181	349	554	688	176	191	175	194
101929340	162	28	4	58	51	13	16	12	12	44
79684	3231	3739	606	3380	2482	973	3493	1116	3408	2680
100507283	56	103	38	94	78	30	119	36	58	60
64221	173	91	2	203	13	16	89	35	87	93
54538	0	9	0	3	14	0	0	0	14	2
107984406	0	0	1	0	1	0	0	0	0	0
220296	0	3	0	5	12	3	33	1	0	2
641654	0	0	0	0	0	0	1	0	0	0
105369547	0	0	0	0	3	0	0	4	0	2
80071	186	307	104	396	142	231	270	87	196	343
219855	592	389	174	576	211	312	325	117	366	448
219854	443	376	113	434	339	215	523	168	324	367
103695364	0	0	0	0	2	0	0	0	0	0
63876	0	0	0	0	1	0	0	0	0	0
105369549	0	0	0	0	4	0	0	0	0	0
9638	61	62	15	86	33	7	93	12	46	26
403312	0	1	0	0	2	0	0	0	0	0
105369550	19	13	3	14	12	3	29	11	16	22
9538	446	553	213	538	346	265	613	179	517	431
3703	1356	1460	497	1736	885	708	1782	563	1319	1903
1111	127	112	97	76	69	152	260	74	97	118
56	0	16	0	4	6	1	0	2	7	3
105369551	0	0	0	0	0	0	0	0	0	2
160065	3	0	0	0	1	3	0	3	0	4
399967	0	0	0	5	0	0	0	0	0	0
100169851	67	1	0	1	1	0	0	0	0	6
105369552	1	0	0	12	3	3	0	5	1	2
399968	1	0	0	11	3	0	0	3	1	11
219844	219	228	125	334	174	190	448	95	145	233
83480	177	240	125	219	175	311	232	178	119	203
29118	0	0	0	1	4	1	0	0	0	1
338667	0	0	0	2	14	0	0	1	0	10
50937	105	239	4	195	90	39	77	42	33	64
107984407	0	0	0	0	2	0	0	0	0	0
105369591	0	0	0	0	2	0	0	0	0	1
84881	337	505	238	561	337	373	745	206	314	406
79607	2373	2686	595	2574	1254	1296	2580	793	1986	2221
6734	3565	3203	655	3223	1712	1652	3403	911	2249	2670
55572	128	128	50	151	97	89	265	60	149	153
114609	377	493	85	527	307	227	325	137	319	332
105369557	125	295	30	320	191	94	67	67	218	211
28960	431	983	201	794	490	340	597	259	549	683
399972	159	187	64	391	172	82	132	37	115	389
6484	254	220	131	526	387	326	140	83	167	373
84623	29	68	6	34	22	2	25	3	27	19
101929427	0	0	0	0	1	0	0	0	0	1
105369561	0	0	0	1	21	0	0	0	0	2
105369559	0	1	0	0	0	0	0	0	0	1
100874251	0	0	0	0	2	0	0	0	0	0
100422918	0	0	0	0	0	0	0	0	0	0
105369558	0	0	0	0	9	0	0	0	0	0
283165	0	0	0	0	4	0	0	0	0	0
101929473	0	0	0	0	0	0	0	0	0	1
105369562	0	0	0	0	0	0	0	0	0	0
107984379	0	0	0	0	0	0	0	0	0	0
101929497	0	0	0	0	0	0	0	0	0	0
107984373	0	0	0	0	0	0	0	0	0	0
107984374	47	6	1	19	27	7	20	12	22	43
105369563	28	5	0	11	11	15	43	9	45	26
105369564	0	0	0	0	7	0	2	0	0	0
107984408	74	2	11	17	15	13	66	1	50	22
2113	10256	12933	2881	13451	10446	4868	14783	4260	18747	10259
102466104	1	3	1	1	0	0	3	1	3	1
101929517	0	1	0	1	0	0	0	0	0	0
105369565	5	0	0	8	0	2	0	0	1	9
105369568	0	0	0	1	4	2	15	0	0	2
101929538	2	4	4	7	10	7	1	1	0	1
2313	11570	10405	4994	12586	8053	8373	9308	4436	6050	9240
100507392	1191	1391	406	1523	1152	624	1147	354	783	907
3758	89	80	12	26	14	17	78	31	37	75
107984409	0	40	5	4	12	3	52	6	18	36
3762	0	0	0	1	1	0	0	0	0	2
219833	51	1	2	15	1	1	2	3	0	16
63970	0	0	0	3	0	0	0	0	0	0
9743	573	547	98	378	335	178	530	133	622	446
399975	79	54	9	129	85	65	91	24	79	99
105369571	0	0	0	0	0	0	0	0	0	0
105369572	0	0	0	0	0	0	0	0	0	0
8538	0	0	0	0	0	0	0	0	0	0
107984410	0	0	0	1	0	0	0	0	0	1
101929557	5	4	0	13	9	2	1	3	9	2
120224	134	100	15	55	109	42	32	13	184	75
4798	852	1084	137	605	484	305	999	197	1360	852
56980	768	715	181	782	585	350	569	247	508	652
440072	7	54	2	32	11	17	55	3	12	28
107984432	1	0	0	4	2	6	1	1	0	1
334	9815	8089	3015	12107	5575	4445	6119	2288	7725	8769
6768	457	359	108	262	109	161	102	60	107	285
29068	6870	5788	1969	6143	4729	3828	6266	1873	4936	5909
646383	3	0	0	18	6	0	3	1	19	1
11095	3	7	3	6	10	0	0	1	10	13
170689	0	0	0	0	8	2	0	0	0	0
105369574	1	0	0	0	0	0	0	0	0	2
102466873	0	0	0	0	0	0	0	0	0	0
283171	0	0	0	0	0	0	0	0	0	0
105369575	0	0	0	0	2	0	0	0	0	0
105369576	0	0	0	4	5	0	0	0	0	0
100507431	0	0	3	4	1	2	0	1	1	1
103611081	261	284	16	133	105	55	140	27	313	127
399979	5110	7215	1517	4256	3306	2801	4484	1532	5220	3207
105369577	0	0	0	0	0	0	0	0	0	1
107984411	0	0	0	0	4	0	0	0	0	0
105369579	0	0	0	0	1	0	0	0	0	0
105369578	0	0	0	0	3	0	0	0	0	0
107984412	0	0	0	0	4	0	0	0	1	0
50863	0	0	0	0	13	0	0	2	0	3
101929653	1	0	0	0	0	0	0	0	0	0
101929637	0	0	0	0	0	0	0	0	0	0
107984413	0	0	0	0	1	0	0	0	0	3
100874281	0	0	0	0	0	0	0	0	0	0
4978	0	0	0	0	21	0	0	0	0	15
105369580	0	0	0	0	1	0	0	0	0	0
646522	0	0	0	0	0	0	0	0	0	0
219938	0	0	0	4	5	0	0	0	0	0
283174	229	18	5	76	115	20	296	31	29	68
100616119	12	3	0	3	1	1	3	2	0	0
22997	81	111	5	96	87	18	60	21	99	56
107984414	6	0	0	0	1	0	0	0	0	0
100128239	3	10	5	8	4	1	16	0	20	11
83700	270	526	140	649	441	266	223	111	383	290
107984040	107	13	0	19	59	2	59	16	116	27
23310	904	890	237	873	499	428	750	304	882	608
109623486	6	8	2	9	11	7	6	3	11	4
112936	591	843	153	719	440	214	842	172	833	533
29087	300	415	109	347	226	190	601	138	320	346
27034	750	889	191	558	341	302	860	253	597	496
112937	62	105	11	37	13	13	75	17	52	31
89944	17	42	2	16	22	3	31	3	14	26
27087	30	181	23	88	43	5	115	21	74	39
283177	1	28	0	5	10	0	59	1	4	5
105369583	0	0	0	0	2	0	0	0	0	0
105369584	0	0	0	0	4	0	0	0	0	1
729305	17	0	0	9	3	0	0	0	4	2
105369586	0	0	0	0	0	0	0	0	0	0
100507548	0	0	0	0	0	0	0	0	0	0
105369588	0	0	0	0	0	0	0	0	0	0
105369587	0	0	0	4	2	0	0	0	0	0
105369589	0	0	0	0	2	0	0	0	0	0
107987373	44	108	43	69	34	62	86	32	46	59
107987374	0	0	2	1	3	0	5	1	4	2
107987375	0	8	0	0	4	0	0	1	11	1
112267876	0	10	0	0	0	3	0	0	0	0
102724852	0	19	0	2	0	3	0	0	0	2
100288778	162	293	115	582	121	135	307	109	188	104
107987170	0	1	0	2	1	0	1	0	0	3
677784	0	1	0	0	0	0	0	0	0	1
440073	13	56	4	6	47	25	15	31	50	11
105369593	0	2	44	1	0	29	6	11	12	1
574538	10	1	1	2	7	5	3	1	17	8
105369592	10	4	0	2	5	3	2	2	15	0
6539	79	61	557	173	75	350	75	191	57	109
101929384	1	11	8	8	13	19	0	6	0	4
6540	11	11	2	38	17	7	22	5	3	12
102723544	0	0	0	0	1	1	0	0	1	0
5927	10960	10233	3030	10574	7174	6131	9922	3111	7469	10211
84318	423	207	110	227	175	133	287	95	157	294
105369594	23	28	19	55	85	16	40	26	89	36
283358	89	42	4	5	45	16	11	7	24	8
4815	722	902	331	2312	1303	2231	467	547	510	1024
105369595	14	31	1	98	59	168	12	16	21	96
100049716	943	750	198	870	667	771	419	252	500	480
105369597	0	0	0	0	0	2	0	0	1	0
101929432	0	0	1	0	2	1	2	0	0	0
65125	22586	23776	8058	27929	19698	18406	15796	6481	20121	26990
5893	1282	1248	363	1363	702	572	1162	301	1325	1008
23085	906	1114	193	1196	934	307	993	337	1436	1091
107987182	3	38	0	38	30	5	22	7	26	49
100292680	0	1	1	18	0	0	0	0	8	4
107984507	0	0	0	0	0	0	2	0	0	0
81029	10	10	4	24	3	0	9	2	15	9
144699	393	837	459	636	351	334	381	223	423	455
100500816	0	0	0	0	0	0	0	0	0	0
79602	587	545	266	714	462	369	651	257	667	618
93589	550	691	191	813	812	445	665	213	406	652
105369602	51	100	7	32	14	11	63	11	7	50
105369601	21	5	1	39	17	5	4	4	9	11
654429	0	0	0	0	2	0	0	0	0	0
112268103	87	105	34	75	27	18	50	11	9	37
100271702	0	3	1	2	3	4	0	3	0	8
196513	712	1025	297	821	560	461	835	234	729	785
775	101	174	13	201	229	63	193	67	159	154
107984540	2	1	0	1	5	0	0	0	0	1
100874369	0	0	0	0	1	0	0	0	0	0
107984131	1	14	0	3	4	0	3	1	2	1
100874234	0	0	0	0	2	3	0	0	0	0
100874370	0	0	0	1	1	0	0	0	0	0
100874235	37	25	1	16	21	8	77	9	35	18
100652846	68	65	16	86	33	44	65	25	68	40
107984539	7	13	0	15	18	3	29	6	41	9
283440	103	67	8	56	49	17	52	20	42	44
2288	1614	1534	5431	1556	1155	3496	1831	831	950	1235
55846	774	880	158	722	360	164	639	223	785	542
83714	301	195	28	306	181	35	147	53	367	154
101929469	24	54	1	7	3	3	3	6	34	9
2305	141	84	33	85	46	35	76	29	197	51
83695	165	167	103	142	93	118	242	64	310	224
7289	261	508	68	352	201	137	216	122	262	208
7004	0	0	0	0	0	0	0	0	0	0
10867	24	16	11	64	97	54	11	12	21	31
105369606	7	0	0	0	1	0	0	0	1	0
100128253	0	0	0	0	1	0	0	0	0	1
101930162	0	0	0	0	0	0	0	0	0	0
56341	0	0	0	2	0	0	0	0	0	0
105369607	0	0	0	0	3	0	0	0	0	0
100129223	0	0	0	0	1	0	0	0	0	0
84766	491	868	146	701	461	488	637	243	494	454
107984495	17	37	10	35	33	20	34	24	48	24
57097	816	813	1018	922	700	1670	746	1061	983	914
105369609	84	244	54	93	112	110	131	78	56	91
105369608	0	31	1	32	15	5	57	7	41	13
105369611	1	0	0	0	10	0	0	0	0	0
105369612	6	10	2	18	5	5	4	6	22	21
103752584	187	116	25	119	82	38	168	36	209	63
894	6227	5247	978	5007	3368	1888	7219	1715	6131	4492
57103	548	198	274	559	347	305	592	263	768	405
8074	0	0	0	0	1	0	1	1	5	3
2251	0	0	0	0	15	0	8	0	0	1
57102	597	813	916	666	398	1453	822	550	695	709
10635	45	81	70	84	63	77	252	44	61	82
8798	447	548	100	581	170	165	472	125	171	311
10566	25	58	2	42	31	12	25	10	22	33
4704	704	1106	635	931	536	791	1205	515	836	991
101929549	11	6	26	11	9	20	13	6	3	15
26290	11	17	0	73	3	14	5	3	26	5
105369614	17	4	2	5	3	1	5	1	0	5
3742	75	47	12	53	45	20	37	22	41	56
3736	0	0	0	2	20	0	0	0	0	0
100507560	0	0	0	4	5	0	0	0	0	5
3741	12	2	1	12	3	6	14	6	2	18
105369617	38	0	1	0	4	0	0	0	1	6
105369616	0	0	0	1	1	0	0	0	0	0
101929584	1	0	0	0	0	0	0	0	0	0
105369618	3	0	0	0	1	0	0	0	0	0
4908	0	0	0	0	0	0	0	0	0	0
57101	40	0	1	8	33	1	19	0	0	5
105369621	0	0	0	0	11	4	0	0	0	2
7450	172	37	0	64	105	7	20	8	48	76
109729112	2	0	0	0	2	0	0	0	0	0
105369623	0	0	0	0	0	0	0	0	0	0
105369622	0	0	0	0	1	0	0	0	0	1
928	1738	307	233	577	1008	514	461	151	678	524
105369625	2	0	0	30	0	2	0	0	6	2
105369624	0	0	2	1	0	0	0	0	0	9
55200	424	560	213	645	373	330	156	218	251	399
7132	17043	14112	9426	16029	11216	13293	9854	5458	8489	16392
112268088	0	2	4	0	4	0	0	2	0	0
6337	0	13	1	7	23	1	5	1	9	12
107984500	0	0	0	0	1	0	0	0	1	0
105369626	0	0	1	1	0	3	0	2	0	3
4055	451	536	359	695	359	509	280	238	400	443
678655	373	466	110	421	310	274	440	173	335	293
939	1339	1850	221	1798	1169	622	1708	541	799	897
55080	2198	2684	895	2397	1002	1341	1789	978	1622	1347
6843	1455	2079	821	1800	1157	1256	1418	648	1519	1333
51258	864	1157	522	653	383	380	1254	305	549	830
9918	572	665	168	655	346	426	854	219	761	461
692148	38	263	13	108	167	108	89	10	95	75
112268089	133	280	72	206	94	122	212	62	180	110
2597	23173	23480	12771	31876	14415	20473	22432	11180	12471	29920
25900	355	410	143	486	243	144	261	90	311	250
4839	184	453	73	345	214	167	371	127	410	263
1108	2258	2922	427	2269	1096	681	2237	516	2950	1815
677780	0	0	0	0	0	0	0	0	0	0
105369631	288	478	27	237	193	94	249	56	468	168
57121	708	1183	136	729	398	284	421	187	735	571
84519	421	716	310	683	408	601	389	289	308	401
51147	729	452	198	365	279	334	548	163	473	372
171017	1403	1287	501	1527	929	856	1249	582	1226	1056
196500	253	552	116	309	128	264	114	111	230	309
50813	1140	1145	328	760	558	638	814	370	441	827
8079	1830	1485	438	1877	946	655	963	470	1037	1934
5763	432	848	469	703	671	874	805	428	235	769
3902	48	113	40	69	47	51	178	91	138	59
920	3590	4089	1081	4598	2243	1851	3552	1134	3442	3217
27239	53	111	5	93	46	46	39	12	78	61
10536	0	2	1	6	4	2	5	0	0	5
2784	45	8	0	0	1	0	0	1	0	0
83461	148	87	40	63	39	128	34	50	23	110
8078	402	727	128	588	249	238	515	159	426	376
7167	1159	1254	546	1059	773	806	1332	548	847	1567
84727	51	51	14	69	30	40	91	22	35	63
105369632	1	0	8	14	15	9	4	0	11	8
283345	11	16	1	55	12	9	14	5	13	9
171220	7	20	7	35	29	6	67	17	26	18
10233	52	150	4	7	3	11	2	17	25	53
2026	252	202	26	326	224	145	262	75	239	84
1822	156	301	46	170	87	41	84	47	463	142
113246	208	275	39	169	168	166	478	66	181	180
100147744	4	0	0	0	0	2	0	0	0	1
5777	5062	5112	2940	6873	3344	5784	3455	3183	3851	4837
105369634	2	22	11	28	7	25	14	15	23	51
105369635	1	0	0	0	0	1	1	0	0	0
406985	0	0	0	0	0	0	0	0	0	0
406933	0	0	0	0	0	0	0	0	0	0
11331	1724	1931	541	1392	892	851	1827	487	1007	1366
677777	47	73	19	91	93	67	62	27	34	91
10436	825	785	212	842	488	329	850	242	790	879
10162	689	1085	228	1038	528	383	519	282	547	1059
716	10	0	0	2	1	0	0	0	2	1
715	42	13	10	55	21	35	15	27	28	26
51279	1581	1945	660	1766	1360	1153	1259	623	1329	2082
283314	303	629	153	480	142	168	263	103	343	363
83758	25	259	40	170	38	48	37	29	206	38
9746	498	518	137	609	402	204	347	157	369	196
5830	139	256	46	176	65	54	97	57	247	162
341392	3	0	0	1	2	0	3	1	0	1
283316	34	11	8	24	17	3	4	3	29	20
101927882	0	0	0	2	3	1	0	0	0	0
9332	394	323	270	451	213	137	452	49	422	375
339	0	1	0	0	0	0	0	0	0	1
9573	0	0	0	0	0	0	0	0	0	0
359787	5	5	0	0	5	11	0	0	3	10
170482	243	202	44	101	138	97	91	27	91	201
360030	0	0	0	0	1	0	0	0	0	0
79923	5	9	1	6	3	0	15	2	3	0
144195	541	387	287	800	435	542	429	225	208	953
6515	13000	9235	6034	19758	10236	12458	7511	4661	4207	19708
55810	1236	1643	321	1426	1038	569	1002	334	1053	1183
719	781	1041	2759	759	663	2403	1043	1962	749	1134
25977	2142	1930	1180	1937	1408	1917	1606	1069	1182	1694
50856	1262	1041	660	1179	799	996	1083	631	720	1541
642559	29	101	9	56	8	24	15	11	59	35
440077	1	4	10	3	4	7	9	3	1	10
440078	66	105	13	62	57	17	169	14	32	95
55138	9	7	0	30	27	1	7	4	9	7
653113	13	41	12	33	23	15	19	11	28	18
101927905	2	16	4	10	5	7	11	7	17	8
